state,state_name,year,cigsale,lnincome,beer,age15to24,retprice
6,Delaware,1976,153.0,9.920684814,,0.1885349751,50.09999847
6,Delaware,1977,153.3000031,9.933778763,,0.1910645366,51.70000076
6,Delaware,1978,155.5,9.944127083,,0.1935940832,58.70000076
6,Delaware,1979,150.1999969,9.926103592,,0.1961236447,60.0
6,Delaware,1980,150.5,9.913743973,,0.1986531913,62.70000076
6,Delaware,1981,152.6000061,9.901392937,,0.193546012,66.0
6,Delaware,1982,154.1000061,9.904336929,,0.1884388477,74.09999847
6,Delaware,1983,149.6000061,9.934576035,,0.1833316684,82.0
6,Delaware,1984,144.0,9.962282181,26.60000038,0.178224504,91.09999847
6,Delaware,1985,144.5,9.996334076,26.20000076,0.1731173247,98.69999695
6,Delaware,1986,142.3999939,10.03209209,26.0,0.1680101454,105.1999969
6,Delaware,1987,141.0,10.04857063,25.89999962,0.162902981,111.4000015
6,Delaware,1988,137.1000061,10.0777216,25.70000076,0.1577958018,119.3000031
6,Delaware,1989,131.6999969,10.10360527,24.89999962,0.1526886374,124.0
6,Delaware,1990,127.1999969,10.09480381,25.79999924,0.1475814581,140.0
6,Delaware,1991,118.8000031,10.08306408,24.89999962,,143.1999969
6,Delaware,1992,120.0,10.09146404,25.20000076,,174.6999969
6,Delaware,1993,123.8000031,10.09208298,26.20000076,,187.8999939
6,Delaware,1994,126.0999985,10.13124657,25.89999962,,152.5
6,Delaware,1995,127.1999969,10.22965336,24.60000038,,160.6999969
6,Delaware,1996,128.3000031,10.262393,24.60000038,,169.1000061
6,Delaware,1997,124.0999985,10.26167774,24.89999962,,171.8999939
6,Delaware,1998,132.8000031,,,,179.1999969
6,Delaware,1999,139.5,,,,198.3000031
6,Delaware,2000,140.6999969,,,,276.2000122
7,Georgia,1970,109.9000015,,,0.1874455065,34.29999924
7,Georgia,1971,115.6999969,,,0.1878662556,35.79999924
7,Georgia,1972,117.0,9.638890266,,0.1882869899,40.90000153
7,Georgia,1973,119.8000031,9.684864998,,0.1887077391,42.40000153
7,Georgia,1974,123.6999969,9.659980774,,0.1891284734,42.40000153
7,Georgia,1975,122.9000015,9.629609108,,0.1895492226,44.5
7,Georgia,1976,125.9000015,9.671429634,,0.1899699718,47.90000153
7,Georgia,1977,127.9000015,9.69333744,,0.1903907061,49.5
7,Georgia,1978,130.6000061,9.736651421,,0.1908114552,54.70000076
7,Georgia,1979,131.0,9.729302406,,0.1912321895,56.59999847
7,Georgia,1980,134.0,9.701444626,,0.1916529387,59.29999924
7,Georgia,1981,131.6999969,9.704943657,,0.1879757345,62.59999847
7,Georgia,1982,131.1999969,9.707344055,,0.1842985302,67.80000305
7,Georgia,1983,128.6000061,9.755731583,,0.180621326,78.90000153
7,Georgia,1984,126.3000031,9.825489998,21.29999924,0.1769441217,86.80000305
7,Georgia,1985,128.8000031,9.862127304,21.39999962,0.1732669175,90.69999695
7,Georgia,1986,129.0,9.913808823,22.10000038,0.1695897281,100.0999985
7,Georgia,1987,129.3000031,9.930797577,22.29999924,0.1659125239,103.9000015
7,Georgia,1988,124.0999985,9.95286274,21.70000076,0.1622353196,109.1999969
7,Georgia,1989,117.0999985,9.95390892,21.5,0.1585581154,122.4000015
7,Georgia,1990,113.8000031,9.953297615,22.29999924,0.1548809111,132.3000031
7,Georgia,1991,109.5999985,9.941864967,21.20000076,,138.1999969
7,Georgia,1992,109.1999969,9.958564758,21.60000038,,159.5
7,Georgia,1993,109.1999969,9.96787262,21.70000076,,167.1999969
7,Georgia,1994,107.8000031,9.998239517,21.39999962,,147.8000031
7,Georgia,1995,100.3000031,10.05543804,21.5,,153.8000031
7,Georgia,1996,102.6999969,10.07977104,22.0,,156.1000061
7,Georgia,1997,100.5999985,10.08140755,21.60000038,,158.8999939
7,Georgia,1998,100.5,,,,168.6999969
7,Georgia,1999,97.09999847,,,,188.0
7,Georgia,2000,88.40000153,,,,257.3999939
8,Idaho,1970,102.4000015,,,0.1781206131,33.79999924
8,Idaho,1971,108.5,,,0.1760924459,33.59999847
8,Idaho,1972,126.0999985,9.651839256,,0.1740642935,33.70000076
8,Idaho,1973,121.8000031,9.721051216,,0.1720361263,36.29999924
8,Idaho,1974,125.5999985,9.74626255,,0.170007959,38.0
8,Idaho,1975,123.3000031,9.692200661,,0.1679798067,40.29999924
8,Idaho,1976,125.0999985,9.731101036,,0.1659516394,42.5
8,Idaho,1977,125.0,9.726507187,,0.1639234722,45.59999847
8,Idaho,1978,122.8000031,9.768933296,,0.1618953049,51.5
8,Idaho,1979,117.5,9.737336159,,0.1598671526,55.40000153
8,Idaho,1980,115.1999969,9.711496353,,0.1578389853,56.40000153
8,Idaho,1981,114.0999985,9.684898376,,0.156383425,59.20000076
8,Idaho,1982,111.5,9.645256996,,0.1549278498,67.59999847
8,Idaho,1983,111.3000031,9.694543839,,0.1534722894,76.5
8,Idaho,1984,103.5999985,9.707316399,23.20000076,0.1520167142,88.5
8,Idaho,1985,100.6999969,9.715256691,22.29999924,0.1505611539,97.59999847
8,Idaho,1986,96.69999695,9.736213684,22.5,0.1491055936,99.90000153
8,Idaho,1987,95.0,9.740722656,22.0,0.1476500183,107.0999985
8,Idaho,1988,84.5,9.766003609,21.10000038,0.146194458,121.9000015
8,Idaho,1989,78.40000153,9.827926636,21.60000038,0.1447388828,133.6000061
8,Idaho,1990,90.09999847,9.839927673,22.89999962,0.1432833225,141.3000031
8,Idaho,1991,85.40000153,9.835094452,22.20000076,,144.3999939
8,Idaho,1992,85.09999847,9.856149673,22.60000038,,167.1999969
8,Idaho,1993,86.69999695,9.877363205,21.79999924,,171.1999969
8,Idaho,1994,93.0,9.903079033,21.39999962,,150.5
8,Idaho,1995,78.19999695,9.919678688,20.10000038,,163.5
8,Idaho,1996,73.59999847,9.933633804,20.60000038,,176.5
8,Idaho,1997,75.0,9.921952248,20.10000038,,184.3999939
8,Idaho,1998,78.90000153,,,,187.1000061
8,Idaho,1999,75.09999847,,,,210.6999969
8,Idaho,2000,66.90000153,,,,275.8999939
9,Illinois,1970,124.8000031,,,0.1669666916,41.40000153
9,Illinois,1971,125.5999985,,,0.1689976007,41.40000153
9,Illinois,1972,126.5999985,9.908161163,,0.1710285097,41.90000153
9,Illinois,1973,124.4000015,9.961596489,,0.1730594039,41.0
9,Illinois,1974,131.8999939,9.946314812,,0.175090313,41.90000153
9,Illinois,1975,131.8000031,9.934189796,,0.177121222,45.20000076
9,Illinois,1976,134.3999939,9.965497971,,0.1791521311,48.40000153
9,Illinois,1977,134.0,9.996949196,,0.1811830401,49.40000153
9,Illinois,1978,136.6999969,10.02360344,,0.1832139343,54.59999847
9,Illinois,1979,135.3000031,10.01367474,,0.1852448434,56.79999924
9,Illinois,1980,135.1999969,9.962172508,,0.1872757524,60.0
9,Illinois,1981,133.0,9.965017319,,0.1830271035,63.09999847
9,Illinois,1982,130.6999969,9.944978714,,0.1787784696,69.59999847
9,Illinois,1983,127.9000015,9.954803467,,0.1745298207,80.80000305
9,Illinois,1984,124.0,10.00314426,24.60000038,0.1702811867,89.59999847
9,Illinois,1985,121.5999985,10.02081871,24.29999924,0.1660325378,96.69999695
9,Illinois,1986,118.1999969,10.05529976,24.70000076,0.1617838889,108.4000015
9,Illinois,1987,109.5,10.06775475,25.10000038,0.157535255,116.1999969
9,Illinois,1988,107.5999985,10.08795643,25.0,0.1532866061,124.0999985
9,Illinois,1989,104.5999985,10.11390686,24.39999962,0.1490379721,132.6999969
9,Illinois,1990,94.09999847,10.11674881,25.70000076,0.1447893232,147.3000031
9,Illinois,1991,96.09999847,10.09823895,24.39999962,,154.0
9,Illinois,1992,94.80000305,10.1232872,23.79999924,,179.8000031
9,Illinois,1993,94.59999847,10.12783432,23.5,,187.5
9,Illinois,1994,85.69999695,10.15419197,23.60000038,,182.1000061
9,Illinois,1995,84.30000305,10.20035458,23.20000076,,185.1999969
9,Illinois,1996,81.80000305,10.22424412,22.89999962,,188.6999969
9,Illinois,1997,79.59999847,10.23658562,22.89999962,,198.6999969
9,Illinois,1998,80.30000305,,,,202.3000031
9,Illinois,1999,72.19999695,,,,240.5
9,Illinois,2000,70.0,,,,312.7000122
10,Indiana,1970,134.6000061,,,0.1765158772,30.60000038
10,Indiana,1971,139.3000031,,,0.1779717505,32.20000076
10,Indiana,1972,149.1999969,9.731872559,,0.1794276386,32.5
10,Indiana,1973,156.0,9.806882858,,0.1808835268,32.90000153
10,Indiana,1974,159.6000061,9.763184547,,0.1823394001,34.5
10,Indiana,1975,162.3999939,9.743660927,,0.1837952733,36.70000076
10,Indiana,1976,166.6000061,9.798754692,,0.1852511615,38.70000076
10,Indiana,1977,173.0,9.833314896,,0.1867070496,40.59999847
10,Indiana,1978,150.8999939,9.865232468,,0.1881629229,50.0
10,Indiana,1979,148.8999939,9.851489067,,0.1896187961,52.5
10,Indiana,1980,146.8999939,9.795776367,,0.1910746843,53.70000076
10,Indiana,1981,148.5,9.788149834,,0.1870784312,58.29999924
10,Indiana,1982,147.6999969,9.757754326,,0.1830821633,65.09999847
10,Indiana,1983,143.0,9.775057793,,0.1790859103,75.69999695
10,Indiana,1984,137.8000031,9.829457283,22.0,0.1750896573,85.19999695
10,Indiana,1985,135.3000031,9.844302177,22.0,0.1710934043,88.80000305
10,Indiana,1986,137.6000061,9.882231712,22.10000038,0.1670971364,93.59999847
10,Indiana,1987,134.0,9.897043228,21.89999962,0.1631008834,100.0999985
10,Indiana,1988,134.0,9.915044785,21.89999962,0.1591046304,109.3000031
10,Indiana,1989,132.5,9.936581612,21.5,0.1551083624,119.0
10,Indiana,1990,128.3000031,9.935141563,22.39999962,0.1511121094,130.8000031
10,Indiana,1991,127.1999969,9.921082497,21.60000038,,135.8000031
10,Indiana,1992,128.1999969,9.95379734,20.70000076,,153.5
10,Indiana,1993,126.8000031,9.965633392,20.5,,157.5
10,Indiana,1994,128.1999969,10.00134754,20.60000038,,146.6000061
10,Indiana,1995,135.3999939,10.04371071,20.10000038,,146.3000031
10,Indiana,1996,135.1000061,10.06088734,20.29999924,,147.8000031
10,Indiana,1997,135.3000031,10.05211449,20.29999924,,156.3000031
10,Indiana,1998,135.8999939,,,,166.8000031
10,Indiana,1999,133.3000031,,,,190.0
10,Indiana,2000,125.5,,,,260.2000122
11,Iowa,1970,108.5,,,0.1688495576,37.70000076
11,Iowa,1971,108.4000015,,,0.1708389968,38.5
11,Iowa,1972,109.4000015,9.730264664,,0.1728284508,41.90000153
11,Iowa,1973,110.5999985,9.858371735,,0.1748178899,41.90000153
11,Iowa,1974,116.0999985,9.788276672,,0.1768073291,43.20000076
11,Iowa,1975,120.5,9.8002882,,0.1787967682,45.40000153
11,Iowa,1976,124.4000015,9.803332329,,0.1807862222,47.79999924
11,Iowa,1977,125.5,9.839320183,,0.1827756613,49.40000153
11,Iowa,1978,127.0999985,9.914183617,,0.1847651005,54.59999847
11,Iowa,1979,124.1999969,9.881052971,,0.1867545545,56.40000153
11,Iowa,1980,124.5999985,9.810102463,,0.1887439936,58.79999924
11,Iowa,1981,132.8999939,9.838684082,,0.1840352267,61.40000153
11,Iowa,1982,116.1999969,9.795305252,,0.1793264598,72.80000305
11,Iowa,1983,115.5999985,9.783572197,,0.1746177077,84.0
11,Iowa,1984,111.1999969,9.831582069,23.89999962,0.1699089408,93.30000305
11,Iowa,1985,109.4000015,9.839344978,22.89999962,0.1652001739,99.5
11,Iowa,1986,104.0999985,9.870233536,23.29999924,0.1604914069,104.8000031
11,Iowa,1987,101.0999985,9.887944221,23.10000038,0.15578264,117.0999985
11,Iowa,1988,100.1999969,9.875571251,23.0,0.1510738879,124.1999969
11,Iowa,1989,94.40000153,9.915924072,22.70000076,0.146365121,145.1000061
11,Iowa,1990,95.40000153,9.927805901,23.60000038,0.1416563541,149.6000061
11,Iowa,1991,97.09999847,9.911108971,23.5,,155.3999939
11,Iowa,1992,95.19999695,9.942481041,23.29999924,,178.5
11,Iowa,1993,92.5,9.920983315,23.0,,189.6999969
11,Iowa,1994,93.40000153,9.99686718,23.29999924,,171.3999939
11,Iowa,1995,93.0,10.00184917,22.70000076,,179.0
11,Iowa,1996,94.0,10.04900551,23.10000038,,183.8000031
11,Iowa,1997,93.90000153,10.04928303,23.29999924,,189.3000031
11,Iowa,1998,94.0,,,,193.8000031
11,Iowa,1999,91.69999695,,,,213.0
11,Iowa,2000,88.90000153,,,,286.2999878
12,Kansas,1970,114.0,,,0.180524677,34.20000076
12,Kansas,1971,102.8000031,,,0.1815500408,38.90000153
12,Kansas,1972,111.0,9.768117905,,0.1825754046,38.79999924
12,Kansas,1973,115.1999969,9.838229179,,0.1836007833,39.29999924
12,Kansas,1974,118.5999985,9.810896873,,0.1846261472,40.20000076
12,Kansas,1975,123.4000015,9.80061245,,0.185651511,42.70000076
12,Kansas,1976,127.6999969,9.830625534,,0.1866768748,46.59999847
12,Kansas,1977,127.9000015,9.84807682,,0.1877022386,48.09999847
12,Kansas,1978,127.0999985,9.87560463,,0.1887276173,52.59999847
12,Kansas,1979,126.4000015,9.90379715,,0.1897529811,54.79999924
12,Kansas,1980,127.0999985,9.862443924,,0.1907783449,58.29999924
12,Kansas,1981,132.0,9.877179146,,0.1857294142,59.79999924
12,Kansas,1982,130.8999939,9.881303787,,0.1806804985,65.09999847
12,Kansas,1983,127.5999985,9.885565758,,0.1756315827,77.0
12,Kansas,1984,121.6999969,9.916464806,20.70000076,0.1705826521,91.0
12,Kansas,1985,115.6999969,9.935948372,20.10000038,0.1655337214,97.5
12,Kansas,1986,109.4000015,9.961418152,19.89999962,0.1604848057,103.0
12,Kansas,1987,105.1999969,9.962820053,19.70000076,0.15543589,114.5
12,Kansas,1988,103.1999969,9.969702721,19.29999924,0.1503869593,123.9000015
12,Kansas,1989,96.5,9.962952614,19.39999962,0.1453380287,136.5
12,Kansas,1990,94.30000305,9.98366642,19.70000076,0.1402891129,145.8000031
12,Kansas,1991,91.80000305,9.976417542,20.0,,152.6999969
12,Kansas,1992,90.0,9.998267174,19.20000076,,174.1999969
12,Kansas,1993,89.90000153,10.00206947,19.39999962,,174.1999969
12,Kansas,1994,89.09999847,10.0265789,19.5,,159.6000061
12,Kansas,1995,90.09999847,10.0449543,19.10000038,,165.6999969
12,Kansas,1996,88.69999695,10.07640553,18.89999962,,167.6999969
12,Kansas,1997,89.19999695,10.08714104,19.70000076,,171.3000031
12,Kansas,1998,87.59999847,,,,184.3000031
12,Kansas,1999,83.30000305,,,,207.0
12,Kansas,2000,79.80000305,,,,271.2000122
13,Kentucky,1970,155.8000031,,,0.181310147,28.29999924
13,Kentucky,1971,163.5,,,0.1822995842,30.10000038
13,Kentucky,1972,179.3999939,9.547482491,,0.1832890362,30.60000038
13,Kentucky,1973,201.8999939,9.598114967,,0.1842784882,30.60000038
13,Kentucky,1974,212.3999939,9.600524902,,0.1852679253,31.5
13,Kentucky,1975,223.0,9.579323769,,0.1862573624,33.29999924
13,Kentucky,1976,230.8999939,9.624856949,,0.1872468144,36.0
13,Kentucky,1977,229.3999939,9.672665596,,0.1882362664,36.90000153
13,Kentucky,1978,224.6999969,9.703742981,,0.1892257035,41.40000153
13,Kentucky,1979,214.8999939,9.70250988,,0.1902151406,43.40000153
13,Kentucky,1980,215.3000031,9.661358833,,0.1912045926,46.29999924
13,Kentucky,1981,209.6999969,9.665572166,,0.1872534603,49.40000153
13,Kentucky,1982,210.6000061,9.654259682,,0.1833023429,56.29999924
13,Kentucky,1983,201.1000061,9.642765045,,0.1793512106,66.40000153
13,Kentucky,1984,183.1999969,9.699555397,18.5,0.1754000783,75.40000153
13,Kentucky,1985,182.3999939,9.703631401,18.89999962,0.171448946,79.30000305
13,Kentucky,1986,179.8000031,9.729916573,19.20000076,0.1674978286,85.40000153
13,Kentucky,1987,171.1999969,9.739725113,19.0,0.1635466963,90.5
13,Kentucky,1988,173.1999969,9.758579254,19.10000038,0.159595564,94.40000153
13,Kentucky,1989,171.6000061,9.787341118,18.29999924,0.1556444466,103.8000031
13,Kentucky,1990,182.5,9.804600716,20.10000038,0.1516933143,115.5999985
13,Kentucky,1991,170.3999939,9.808980942,19.39999962,,120.5
13,Kentucky,1992,167.6000061,9.84168911,19.0,,135.8000031
13,Kentucky,1993,167.6000061,9.843250275,19.29999924,,145.3999939
13,Kentucky,1994,170.1000061,9.86839962,19.60000038,,132.8000031
13,Kentucky,1995,175.3000031,9.903475761,18.89999962,,134.8000031
13,Kentucky,1996,179.0,9.927487373,19.10000038,,139.8000031
13,Kentucky,1997,186.8000031,9.932178497,19.29999924,,145.6000061
13,Kentucky,1998,171.3000031,,,,155.6999969
13,Kentucky,1999,165.3000031,,,,179.1999969
13,Kentucky,2000,156.1999969,,,,243.3999939
14,Louisiana,1970,115.9000015,,,0.1851851791,34.29999924
14,Louisiana,1971,119.8000031,,,0.1867807806,39.29999924
